tweet_id,user_id,username,full_name,account_created_at,verified,followers_count,following_count,statuses_count,user_location,device_type,timestamp,text,hashtags,retweet_count,like_count,reply_count,quote_count,language,topic,source_profile_age_days,source_follower_ratio,source_is_verified,engagement_velocity,post_heat_score,account_consistency_score,community_validation_score,temporal_freshness_score,predicted_sentiment,predicted_confidence,source_credibility,user_consistency,community_validation,temporal_freshness,trust_score,trust_explanation
200000000000000010,100011,mzanziblog_11,Grace Jengo,2021-12-07T17:22:33.708331+00:00,True,1003,4838,7119,Tanzania,Twitter for Mac,2025-11-23T23:39:33.758443+00:00,Wananchi wanachoka na ahadi zisizotekelezwa. Matokeo ya awali yanaonyesha ushindani.,#ChaguziTZ,4,8,0,0,sw,#ChaguziTZ,1449,0.207,1,0.288,8.0,81.19,1.2,82.62,neutral,0.5683866143226624,55.901234567901234,24.357,0.24,8.262,30.54,Account is verified (+ boost); Account age: 1449 days (older accounts score higher); User consistency score: 81.2; Community validation score: 1.2; Temporal freshness score: 82.6
200000000000000011,100012,habari360_12,Juma Ngoma,2022-06-11T17:22:33.708348+00:00,False,118,435,1896,Tanzania,Twitter for iPad,2025-11-25T08:17:33.760487+00:00,Ripoti rasmi imetolewa na ofisi husika. Hapa kuna taarifa kuhusu taratibu.,,0,1,1,0,sw,chaguzi,1263,0.271,0,0.22,1.3,18.96,0.2,96.22,neutral,0.9510138630867004,13.860082304526747,5.688,0.04,9.622,8.22,Account is not verified; Account age: 1263 days (older accounts score higher); User consistency score: 19.0; Community validation score: 0.2; Temporal freshness score: 96.2
200000000000000012,100013,sauti_13,Mwajuma Jengo,2016-01-08T17:22:33.708365+00:00,False,527,4931,7768,Tanzania,Twitter for Mac,2025-11-22T04:49:33.762641+00:00,Huwa tunapata taarifa zisizo za uhakika zikienea. Matokeo ya awali yanaonyesha ushindani. kwa kweli,#ChaguziTZ,1,2,0,0,sw,#ChaguziTZ,3609,0.107,0,0.035,2.0,77.68,0.3,64.77,neutral,0.749836802482605,39.60493827160494,23.304,0.06,6.477,23.49,Account is not verified; Account age: 3609 days (older accounts score higher); User consistency score: 77.7; Community validation score: 0.3; Temporal freshness score: 64.8
200000000000000013,100014,baba_14,Hassan Mboya,2024-10-09T17:22:33.708381+00:00,False,2591,2836,1927,Tanzania,Twitter Web App,2025-11-22T15:55:33.764802+00:00,Ripoti rasmi imetolewa na ofisi husika. Wapiga kura wanajitokeza kwa wingi leo.,#ChaguziTZ,4,22,0,0,sw,#ChaguziTZ,412,0.913,0,0.354,15.0,19.27,2.6,69.4,positive,0.8763465285301208,4.521262002743484,5.781,0.52,6.940000000000001,4.34,Account is not verified; Account age: 412 days (older accounts score higher); User consistency score: 19.3; Community validation score: 2.6; Temporal freshness score: 69.4
200000000000000014,100015,mwanamke_15,Juma Jengo,2019-10-25T17:22:33.708397+00:00,True,1570,4150,3027,Tanzania,Twitter for iPhone,2025-11-18T23:51:33.767932+00:00,Matangazo rasmi yalikuwa wazi kwa vyombo vya habari. Hapa kuna taarifa kuhusu taratibu.,,3,12,0,0,sw,chaguzi,2223,0.378,1,0.093,9.0,40.27,1.5,32.7,neutral,0.986839234828949,64.39506172839506,12.081,0.3,3.2700000000000005,29.77,Account is verified (+ boost); Account age: 2223 days (older accounts score higher); User consistency score: 40.3; Community validation score: 1.5; Temporal freshness score: 32.7
200000000000000015,100016,baba_16,John Mponda,2017-09-26T17:22:33.708413+00:00,False,176,1373,8937,Tanzania,Twitter Web App,2025-11-24T10:35:33.770303+00:00,Wananchi wanachoka na ahadi zisizotekelezwa. #ChaguziTZ,#ChaguziTZ,0,6,1,0,sw,#ChaguziTZ,2982,0.128,0,0.227,3.8,89.37,0.7,87.17,negative,0.8037809133529663,32.724279835390945,26.811,0.1399999999999999,8.717,22.03,Account is not verified; Account age: 2982 days (older accounts score higher); User consistency score: 89.4; Community validation score: 0.7; Temporal freshness score: 87.2
200000000000000016,100017,baba_17,Amina Khalifa,2021-04-08T17:22:33.708428+00:00,False,141,2569,4023,Tanzania,Twitter for Android,2025-11-22T17:06:33.772587+00:00,Taarifa za asubuhi kuhusu mikutano ya kampeni zimetolewa. Wananchi wanashiriki mijadala kuhusu uongozi. #Maendeleo,#Suluhu,0,2,0,0,sw,#Suluhu,1692,0.055,0,0.028,1.0,40.23,0.2,69.89,neutral,0.8606237173080444,18.567901234567906,12.069,0.04,6.989000000000001,11.75,Account is not verified; Account age: 1692 days (older accounts score higher); User consistency score: 40.2; Community validation score: 0.2; Temporal freshness score: 69.9
200000000000000017,100018,mwananchi_18,Ali Khalifa,2024-01-08T17:22:33.708446+00:00,True,393,4413,2160,Tanzania,Twitter for iPad,2025-11-19T15:43:33.774780+00:00,"Napenda kuona hatua hizi za uwazi, ni muhimu kwa taifa. Matokeo ya awali yanaonyesha ushindani.",#ChaguziTZ,0,13,1,1,sw,#ChaguziTZ,687,0.089,1,0.096,7.3,31.6,1.4,39.31,positive,0.9558314085006714,47.53909465020576,9.48,0.2799999999999999,3.931000000000001,22.31,Account is verified (+ boost); Account age: 687 days (older accounts score higher); User consistency score: 31.6; Community validation score: 1.4; Temporal freshness score: 39.3
200000000000000018,100019,sauti_19,Mwajuma Rashid,2018-09-27T17:22:33.708460+00:00,True,455,1785,8935,Tanzania,Twitter for iPad,2025-11-20T14:13:33.777046+00:00,Serikali imeanza kutoa msaada kwa familia zilizoathirika. Political Campaigns,,0,0,0,0,sw,Political Campaigns,2616,0.255,1,0.0,0.0,99.35,0.0,48.69,positive,0.7434549331665039,68.70781893004116,29.805,0.0,4.869,36.91,Account is verified (+ boost); Account age: 2616 days (older accounts score higher); User consistency score: 99.3; Community validation score: 0.0; Temporal freshness score: 48.7
200000000000000019,100020,darnews_20,Peter Msuya,2016-11-27T17:22:33.708476+00:00,False,323,1041,4161,Tanzania,Twitter Web App,2025-11-22T08:47:33.779425+00:00,Kiongozi ametangaza mpango mzuri wa maendeleo. Wapiga kura wanajitokeza kwa wingi leo.,#ChaguziTZ,0,0,0,0,sw,#ChaguziTZ,3285,0.31,0,0.0,0.0,41.61,0.0,66.42,positive,0.978679895401001,36.04938271604938,12.483,0.0,6.642,18.83,Account is not verified; Account age: 3285 days (older accounts score higher); User consistency score: 41.6; Community validation score: 0.0; Temporal freshness score: 66.4
200000000000000020,100021,mtu_21,John Ngoma,2024-08-31T17:22:33.708498+00:00,False,222,631,1064,Tanzania,Twitter for Mac,2025-11-22T02:58:33.781534+00:00,Taarifa hii inaonekana kupotosha; tunahitaji uchunguzi. Matokeo ya awali yanaonyesha ushindani.,#ChaguziTZ,0,0,0,0,sw,#ChaguziTZ,451,0.351,0,0.0,0.0,10.64,0.0,64.0,negative,0.5420209765434265,4.949245541838135,3.192,0.0,6.4,3.58,Account is not verified; Account age: 451 days (older accounts score higher); User consistency score: 10.6; Community validation score: 0.0; Temporal freshness score: 64.0
200000000000000021,100022,mtu_22,John Kileo,2021-03-13T17:22:33.708513+00:00,True,103,1805,8934,Tanzania,Twitter for iPad,2025-11-22T08:37:33.783665+00:00,Kiongozi ametangaza mpango mzuri wa maendeleo. Matokeo ya awali yanaonyesha ushindani.,#ChaguziTZ,0,6,0,0,sw,#ChaguziTZ,1718,0.057,1,0.074,3.0,99.34,0.6,66.35,positive,0.6846426129341125,58.85322359396433,29.802,0.12,6.635,33.17,Account is verified (+ boost); Account age: 1718 days (older accounts score higher); User consistency score: 99.3; Community validation score: 0.6; Temporal freshness score: 66.3
200000000000000022,100023,sauti_23,Peter Khalifa,2018-06-10T17:22:33.708529+00:00,False,5097,1609,1645,Tanzania,Twitter for Android,2025-11-24T12:59:33.785813+00:00,Kuna madai ya ufisadi ambayo hayajachunguzwa. Wananchi wanashiriki mijadala kuhusu uongozi.,#Suluhu,6,52,6,1,sw,#Suluhu,2725,3.166,0,2.255,36.8,16.45,6.4,88.17,neutral,0.5746679902076721,29.9039780521262,4.935,1.2800000000000002,8.817,14.58,Account is not verified; Account age: 2725 days (older accounts score higher); User consistency score: 16.4; Community validation score: 6.4; Temporal freshness score: 88.2
200000000000000023,100024,habari_24,Mwajuma Komba,2020-12-05T17:22:33.708545+00:00,False,327,856,1093,Tanzania,Twitter for Android,2025-11-20T13:36:33.787998+00:00,Habari hizi zinaonyesha maendeleo hatua kwa hatua. Wagombea wameweka sera za kiuchumi. kwa kweli,,0,6,0,1,sw,Political Campaigns,1816,0.382,0,0.048,3.0,10.93,0.6,48.43,positive,0.7689999938011169,19.92866941015089,3.279,0.12,4.843,9.46,Account is not verified; Account age: 1816 days (older accounts score higher); User consistency score: 10.9; Community validation score: 0.6; Temporal freshness score: 48.4
200000000000000024,100025,mwanafunzi_25,Peter Ngoma,2015-12-04T17:22:33.708561+00:00,False,236,3725,2396,Tanzania,Twitter for Android,2025-11-20T04:15:33.790111+00:00,Kuna madai ya ufisadi ambayo hayajachunguzwa. Hapa kuna taarifa kuhusu taratibu. sasa hivi,,0,13,0,0,sw,chaguzi,3644,0.063,0,0.098,6.5,23.96,1.3,44.53,neutral,0.946144163608551,39.98902606310014,7.188,0.26,4.453,18.65,Account is not verified; Account age: 3644 days (older accounts score higher); User consistency score: 24.0; Community validation score: 1.3; Temporal freshness score: 44.5
200000000000000025,100026,mwanafunzi_26,Fatuma Mponda,2019-09-19T17:22:33.708577+00:00,False,1486,4558,1704,Tanzania,Twitter Web App,2025-11-25T11:46:33.792181+00:00,Ripoti rasmi imetolewa na ofisi husika. #Suluhu kwa kweli,#Suluhu,0,15,1,1,sw,#Suluhu,2259,0.326,0,2.857,8.3,17.04,1.6,97.67,neutral,0.9592949151992798,24.790123456790127,5.111999999999999,0.32,9.767,12.49,Account is not verified; Account age: 2259 days (older accounts score higher); User consistency score: 17.0; Community validation score: 1.6; Temporal freshness score: 97.7
200000000000000026,100027,mwananchi_27,Mwajuma Mboya,2024-09-26T17:22:33.708593+00:00,False,132,1801,6670,Tanzania,Twitter for Mac,2025-11-24T11:05:33.794278+00:00,Taarifa za asubuhi kuhusu mikutano ya kampeni zimetolewa. Kuna maoni mengi kuhusu sera za Rais.,#Suluhu,1,3,1,0,sw,#Suluhu,425,0.073,0,0.165,3.3,66.7,0.5,87.38,neutral,0.7725470066070557,4.663923182441701,20.01,0.1,8.738,8.76,Account is not verified; Account age: 425 days (older accounts score higher); User consistency score: 66.7; Community validation score: 0.5; Temporal freshness score: 87.4
200000000000000027,100028,mwananchi_28,Fatuma Komba,2024-11-17T17:22:33.708610+00:00,False,62,3777,4773,Tanzania,Twitter for Android,2025-11-22T08:05:33.800355+00:00,Kuna madai ya ufisadi ambayo hayajachunguzwa. Wapiga kura wanajitokeza kwa wingi leo.,#ChaguziTZ,2,5,0,0,sw,#ChaguziTZ,373,0.016,0,0.086,4.5,47.73,0.7,66.13,positive,0.9113062024116516,4.093278463648834,14.319,0.1399999999999999,6.613,6.62,Account is not verified; Account age: 373 days (older accounts score higher); User consistency score: 47.7; Community validation score: 0.7; Temporal freshness score: 66.1
200000000000000028,100029,mwanafunzi_29,Peter Mboya,2017-06-24T17:22:33.708625+00:00,False,173,529,9589,Tanzania,Twitter for Android,2025-11-25T05:14:33.806782+00:00,Matangazo rasmi yalikuwa wazi kwa vyombo vya habari. Kuna maoni mengi kuhusu sera za Rais.,#Suluhu,1,12,1,0,sw,#Suluhu,3076,0.326,0,1.154,7.8,95.89,1.4,94.94,neutral,0.7406291961669922,33.755829903978054,28.767,0.2799999999999999,9.494,23.14,Account is not verified; Account age: 3076 days (older accounts score higher); User consistency score: 95.9; Community validation score: 1.4; Temporal freshness score: 94.9
200000000000000029,100030,darnews_30,Sam Kileo,2016-07-07T17:22:33.708640+00:00,False,92,4400,2679,Tanzania,Twitter for iPhone,2025-11-19T09:42:33.810307+00:00,Kikao cha wadau kimefanyika kama ilivyopangiwa. Political Campaigns,,0,4,0,0,sw,Political Campaigns,3428,0.021,0,0.026,2.0,26.79,0.4,36.81,neutral,0.8333654403686523,37.61865569272977,8.036999999999999,0.08,3.681000000000001,17.84,Account is not verified; Account age: 3428 days (older accounts score higher); User consistency score: 26.8; Community validation score: 0.4; Temporal freshness score: 36.8
200000000000000030,100031,mwananchi_31,Sam Mwanga,2022-10-26T17:22:33.708654+00:00,True,23,4716,4133,Tanzania,Twitter for iPad,2025-11-24T17:30:33.812573+00:00,Habari hizi zinaonyesha maendeleo hatua kwa hatua. Matokeo ya awali yanaonyesha ushindani.,#ChaguziTZ,0,2,0,0,sw,#ChaguziTZ,1126,0.005,1,0.084,1.0,51.33,0.2,90.06,neutral,0.7425824999809265,52.35665294924554,15.399,0.04,9.006,26.47,Account is verified (+ boost); Account age: 1126 days (older accounts score higher); User consistency score: 51.3; Community validation score: 0.2; Temporal freshness score: 90.1
200000000000000031,100032,habari360_32,Hussein Kileo,2017-12-16T17:22:33.708669+00:00,True,750,2641,4372,Tanzania,Twitter Web App,2025-11-21T19:57:33.814623+00:00,Kuna madai ya ufisadi ambayo hayajachunguzwa. Political Campaigns kwa kweli,,5,12,0,2,sw,Political Campaigns,2901,0.284,1,0.182,11.0,53.72,1.7,61.08,negative,0.7922609448432922,71.83539094650206,16.116,0.34,6.1080000000000005,34.25,Account is verified (+ boost); Account age: 2901 days (older accounts score higher); User consistency score: 53.7; Community validation score: 1.7; Temporal freshness score: 61.1
200000000000000032,100033,mtu_33,Mwajuma Ngoma,2022-03-24T17:22:33.708684+00:00,False,67,3795,5280,Tanzania,Twitter for iPhone,2025-11-21T23:52:33.816617+00:00,Ripoti rasmi imetolewa na ofisi husika. Political Campaigns #Tanzania,,0,0,0,0,sw,Political Campaigns,1342,0.018,0,0.0,0.0,52.8,0.0,62.71,neutral,0.9495449662208556,14.727023319615917,15.839999999999998,0.0,6.271000000000001,11.27,Account is not verified; Account age: 1342 days (older accounts score higher); User consistency score: 52.8; Community validation score: 0.0; Temporal freshness score: 62.7
200000000000000033,100034,habari_34,Amina Rashid,2017-12-08T17:22:33.708702+00:00,False,206,2909,1227,Tanzania,Twitter for iPad,2025-11-22T05:47:33.818606+00:00,Kikao cha wadau kimefanyika kama ilivyopangiwa. Wapiga kura wanajitokeza kwa wingi leo.,#ChaguziTZ,0,0,0,0,sw,#ChaguziTZ,2909,0.071,0,0.0,0.0,12.27,0.0,65.17,positive,0.8276364207267761,31.92318244170096,3.681,0.0,6.517,14.53,Account is not verified; Account age: 2909 days (older accounts score higher); User consistency score: 12.3; Community validation score: 0.0; Temporal freshness score: 65.2
200000000000000034,100035,mtu_35,Mariam Mponda,2023-02-18T17:22:33.708718+00:00,False,448,4383,228,Tanzania,Twitter for iPad,2025-11-20T13:58:33.820609+00:00,Matangazo rasmi yalikuwa wazi kwa vyombo vya habari. chaguzi,,1,7,0,0,sw,chaguzi,1011,0.102,0,0.065,4.5,2.28,0.8,48.58,neutral,0.9255743622779846,11.094650205761315,0.6839999999999999,0.16,4.8580000000000005,5.16,Account is not verified; Account age: 1011 days (older accounts score higher); User consistency score: 2.3; Community validation score: 0.8; Temporal freshness score: 48.6
200000000000000035,100036,mzanziblog_36,Sam Mponda,2017-06-18T17:22:33.708734+00:00,True,974,926,9164,Tanzania,Twitter for iPad,2025-11-19T14:29:33.822506+00:00,Taarifa za asubuhi kuhusu mikutano ya kampeni zimetolewa. Wananchi wanashiriki mijadala kuhusu uongozi. #Tanzania,#Suluhu,2,3,0,0,sw,#Suluhu,3082,1.051,1,0.034,3.5,100.0,0.5,38.8,neutral,0.904740869998932,73.82167352537724,30.0,0.1,3.88,38.94,Account is verified (+ boost); Account age: 3082 days (older accounts score higher); User consistency score: 100.0; Community validation score: 0.5; Temporal freshness score: 38.8
200000000000000036,100037,sauti_37,Hassan Mponda,2018-02-13T17:22:33.708749+00:00,False,170,2212,8380,Tanzania,Twitter for iPhone,2025-11-19T08:33:33.824412+00:00,Huwa tunapata taarifa zisizo za uhakika zikienea. Tume imeweka vipaumbele vya usalama. #Tanzania,,0,3,0,0,sw,chaguzi,2842,0.077,0,0.02,1.5,83.8,0.3,36.33,neutral,0.8246116638183594,31.18792866941015,25.14,0.06,3.633,20.39,Account is not verified; Account age: 2842 days (older accounts score higher); User consistency score: 83.8; Community validation score: 0.3; Temporal freshness score: 36.3
200000000000000037,100038,mama_38,Hassan Kileo,2023-11-13T17:22:33.708764+00:00,False,290,2195,2747,Tanzania,Twitter for iPad,2025-11-18T22:31:33.826613+00:00,Habari hizi zinaonyesha maendeleo hatua kwa hatua. Hapa kuna taarifa kuhusu taratibu.,,0,5,1,1,sw,chaguzi,743,0.132,0,0.037,3.3,27.47,0.6,32.15,neutral,0.8622835278511047,8.153635116598078,8.241,0.12,3.215,6.08,Account is not verified; Account age: 743 days (older accounts score higher); User consistency score: 27.5; Community validation score: 0.6; Temporal freshness score: 32.1
200000000000000038,100039,darnews_39,Grace Mboya,2016-12-27T17:22:33.708780+00:00,False,647,4821,9152,Tanzania,Twitter for iPad,2025-11-22T08:03:33.828535+00:00,Kuna madai ya ufisadi ambayo hayajachunguzwa. Political Campaigns,,0,0,0,2,sw,Political Campaigns,3255,0.134,0,0.0,0.0,91.52,0.0,66.12,neutral,0.6859917044639587,35.7201646090535,27.456,0.0,6.612000000000001,23.19,Account is not verified; Account age: 3255 days (older accounts score higher); User consistency score: 91.5; Community validation score: 0.0; Temporal freshness score: 66.1
200000000000000039,100040,sauti_40,Juma Jengo,2024-06-07T17:22:33.708797+00:00,False,207,892,5894,Tanzania,Twitter for Mac,2025-11-24T08:28:33.830427+00:00,Wananchi wanachoka na ahadi zisizotekelezwa. Wananchi wanashiriki mijadala kuhusu uongozi. sasa hivi,#Suluhu,2,0,0,0,sw,#Suluhu,536,0.232,0,0.061,2.0,58.94,0.2,86.29,neutral,0.7653897404670715,5.882030178326475,17.682,0.04,8.629000000000001,8.53,Account is not verified; Account age: 536 days (older accounts score higher); User consistency score: 58.9; Community validation score: 0.2; Temporal freshness score: 86.3
200000000000000040,100041,baba_41,Juma Khalifa,2016-07-01T17:22:33.708815+00:00,True,740,3422,4165,Tanzania,Twitter for iPad,2025-11-23T04:55:33.832408+00:00,Wananchi wanachoka na ahadi zisizotekelezwa. Kuna maoni mengi kuhusu sera za Rais.,#Suluhu,0,5,0,1,sw,#Suluhu,3434,0.216,1,0.083,2.5,51.65,0.5,74.81,negative,0.6704892516136169,77.68449931412894,15.495,0.1,7.481000000000001,36.49,Account is verified (+ boost); Account age: 3434 days (older accounts score higher); User consistency score: 51.6; Community validation score: 0.5; Temporal freshness score: 74.8
200000000000000041,100042,mwanamke_42,Fatuma Mwanga,2020-08-12T17:22:33.708834+00:00,False,889,3820,5828,Tanzania,Twitter for iPhone,2025-11-20T16:14:33.834321+00:00,Taarifa za asubuhi kuhusu mikutano ya kampeni zimetolewa. Political Campaigns,,3,10,2,0,sw,Political Campaigns,1931,0.233,0,0.124,9.6,58.28,1.5,49.53,neutral,0.952946960926056,21.19067215363512,17.483999999999998,0.3,4.953,14.28,Account is not verified; Account age: 1931 days (older accounts score higher); User consistency score: 58.3; Community validation score: 1.5; Temporal freshness score: 49.5
200000000000000042,100043,mwanamke_43,Ali Msuya,2024-08-21T17:22:33.708851+00:00,False,316,618,4673,Tanzania,Twitter for iPhone,2025-11-24T22:41:33.836252+00:00,Kiongozi ametangaza mpango mzuri wa maendeleo. Wananchi wanashiriki mijadala kuhusu uongozi. #Tanzania,#Suluhu,0,11,0,0,sw,#Suluhu,461,0.511,0,0.589,5.5,46.73,1.1,92.22,positive,0.7775885462760925,5.058984910836763,14.018999999999998,0.22,9.222,7.2,Account is not verified; Account age: 461 days (older accounts score higher); User consistency score: 46.7; Community validation score: 1.1; Temporal freshness score: 92.2
200000000000000043,100044,mwanaume_44,Mwajuma Mboya,2020-06-02T17:22:33.708870+00:00,False,974,276,1989,Tanzania,Twitter for Mac,2025-11-20T20:25:33.839915+00:00,Taarifa hii inaonekana kupotosha; tunahitaji uchunguzi. Wapiga kura wanajitokeza kwa wingi leo.,#ChaguziTZ,0,11,0,0,sw,#ChaguziTZ,2002,3.516,0,0.094,5.5,19.89,1.1,51.27,positive,0.879513680934906,21.96982167352538,5.967,0.22,5.127000000000001,11.13,Account is not verified; Account age: 2002 days (older accounts score higher); User consistency score: 19.9; Community validation score: 1.1; Temporal freshness score: 51.3
200000000000000044,100045,mwanamke_45,Fatuma Khalifa,2021-12-04T17:22:33.708920+00:00,True,519,2619,7249,Tanzania,Twitter for Mac,2025-11-23T08:11:33.841908+00:00,Taarifa za asubuhi kuhusu mikutano ya kampeni zimetolewa. Kampeni zimepunguza pengo la elimu kwa vijana.,,1,4,0,0,sw,Political Campaigns,1452,0.198,1,0.087,3.0,82.49,0.5,76.17,positive,0.5922685265541077,55.93415637860083,24.747,0.1,7.617000000000001,30.58,Account is verified (+ boost); Account age: 1452 days (older accounts score higher); User consistency score: 82.5; Community validation score: 0.5; Temporal freshness score: 76.2
200000000000000045,100046,habari360_46,Sam Mwanga,2020-08-01T17:22:33.708935+00:00,False,321,4460,3328,Tanzania,Twitter for Android,2025-11-25T09:20:33.844202+00:00,Kikao cha wadau kimefanyika kama ilivyopangiwa. Wananchi wanashiriki mijadala kuhusu uongozi.,#Suluhu,0,0,1,0,sw,#Suluhu,1942,0.072,0,0.124,0.8,33.28,0.1,96.65,neutral,0.5701143741607666,21.311385459533607,9.984,0.02,9.665,12.49,Account is not verified; Account age: 1942 days (older accounts score higher); User consistency score: 33.3; Community validation score: 0.1; Temporal freshness score: 96.7
